run_id,command,sharpe,distance_to_target,parity_metrics_bridge_applied,fallback_used,source_mode,modular_data_signals,modular_portfolio,ml_disabled,ml_modular_path,ml_prob_threshold,vol_target_apply_to_ml,data_max_assets,disable_full_universe_override,portfolio_risk_aversion,portfolio_bl_tau,portfolio_view_confidence,ml_hmm_scalar_floor,ml_hmm_scalar_ceiling,data_path
sweep-src-000,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-000 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.5 --vol-target-apply-to-ml --data-max-assets 8 --disable-full-universe-override --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.5,-0.6815394879679096,1.8929394879679098,False,False,historical_test_data,True,True,False,True,0.5,True,8,True,2.5,0.05,0.65,0.3,1.5,
sweep-src-001,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-001 --modular-data-signals --ml-prob-threshold 0.35 --vol-target-apply-to-ml --data-max-assets 3 --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.2 --data-path merged,-1.5213233310697656,2.7327233310697654,False,False,historical_test_data,True,False,False,False,0.35,True,3,False,4.0,0.05,0.8,0.3,1.2,merged
sweep-src-002,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-002 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.65 --vol-target-apply-to-ml --data-max-assets 8 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.5 --data-path merged_d1,0.8106360989621196,0.4007639010378804,False,False,historical_test_data,True,True,False,True,0.65,True,8,False,1.0,0.02,0.65,0.5,1.5,merged_d1
sweep-src-003,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-003 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.0 --vol-target-apply-to-ml --data-max-assets 8 --disable-full-universe-override --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 2.0 --data-path merged,-0.1492404107319514,1.3606404107319514,False,False,historical_test_data,True,True,False,True,0.0,True,8,True,1.5,0.1,0.8,0.3,2.0,merged
sweep-src-004,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-004 --modular-data-signals --ml-prob-threshold 0.8 --vol-target-apply-to-ml --data-max-assets 12 --disable-full-universe-override --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.5 --data-path merged_d1,-0.20324588897610843,1.4146458889761084,False,False,historical_test_data,True,False,False,False,0.8,True,12,True,4.0,0.1,0.8,0.3,1.5,merged_d1
sweep-src-005,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-005 --modular-data-signals --modular-portfolio --ml-prob-threshold 0.8 --data-max-assets 8 --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.5 --data-path merged,-0.14030734214118654,1.3517073421411865,False,False,historical_test_data,True,True,False,False,0.8,False,8,False,1.5,0.05,0.5,0.3,1.5,merged
sweep-src-006,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-006 --modular-data-signals --modular-portfolio --ml-prob-threshold 0.65 --data-max-assets 8 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 2.0 --data-path merged,-0.14030734214118654,1.3517073421411865,False,False,historical_test_data,True,True,False,False,0.65,False,8,False,1.0,0.05,0.5,0.2,2.0,merged
sweep-src-007,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-007 --modular-data-signals --modular-portfolio --ml-prob-threshold 0.5 --vol-target-apply-to-ml --data-max-assets 3 --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 2.0 --data-path merged,-1.4471493573247285,2.6585493573247287,False,False,historical_test_data,True,True,False,False,0.5,True,3,False,1.5,0.05,0.8,0.2,2.0,merged
sweep-src-008,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-008 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.8 --vol-target-apply-to-ml --data-max-assets 5 --disable-full-universe-override --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 2.0,-1.0443613933751534,2.2557613933751535,False,False,historical_test_data,True,True,False,True,0.8,True,5,True,1.5,0.02,0.5,0.3,2.0,
sweep-src-009,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-009 --modular-data-signals --ml-prob-threshold 0.8 --vol-target-apply-to-ml --data-max-assets 8 --disable-full-universe-override --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.5 --data-path merged,-0.14030734214118643,1.3517073421411865,False,False,historical_test_data,True,False,False,False,0.8,True,8,True,1.0,0.1,0.8,0.5,1.5,merged
sweep-src-010,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-010 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.65 --data-max-assets 12 --disable-full-universe-override --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 2.0,-0.20324588897610843,1.4146458889761084,False,False,historical_test_data,True,True,False,True,0.65,False,12,True,1.5,0.02,0.65,0.2,2.0,
sweep-src-011,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-011 --modular-data-signals --ml-prob-threshold 0.5 --vol-target-apply-to-ml --data-max-assets 8 --disable-full-universe-override --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.5 --data-path merged,-0.14030734214118643,1.3517073421411865,False,False,historical_test_data,True,False,False,False,0.5,True,8,True,1.0,0.02,0.5,0.2,1.5,merged
sweep-src-012,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-012 --modular-data-signals --ml-prob-threshold 0.8 --vol-target-apply-to-ml --data-max-assets 12 --disable-full-universe-override --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.2,-0.20324588897610843,1.4146458889761084,False,False,historical_test_data,True,False,False,False,0.8,True,12,True,2.5,0.02,0.5,0.3,1.2,
sweep-src-013,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-013 --modular-data-signals --ml-modular-path --ml-prob-threshold 0.65 --data-max-assets 12 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 2.0 --data-path merged,-0.21973675893726238,1.4311367589372623,False,False,historical_test_data,True,False,False,True,0.65,False,12,False,1.0,0.05,0.8,0.5,2.0,merged
sweep-src-014,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-014 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.5 --vol-target-apply-to-ml --data-max-assets 12 --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.5 --data-path merged_d1,-0.20324588897610843,1.4146458889761084,False,False,historical_test_data,True,True,False,True,0.5,True,12,False,4.0,0.05,0.8,0.2,1.5,merged_d1
sweep-src-015,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-015 --modular-data-signals --ml-modular-path --ml-prob-threshold 0.8 --vol-target-apply-to-ml --data-max-assets 12 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 2.0,-0.20324588897610843,1.4146458889761084,False,False,historical_test_data,True,False,False,True,0.8,True,12,False,2.5,0.02,0.5,0.2,2.0,
sweep-src-016,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-016 --modular-data-signals --modular-portfolio --ml-disabled --ml-prob-threshold 0.8 --data-max-assets 5 --disable-full-universe-override --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 2.0,-1.0443613933751534,2.2557613933751535,False,False,historical_test_data,True,True,True,False,0.8,False,5,True,2.5,0.02,0.8,0.5,2.0,
sweep-src-017,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-017 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.35 --data-max-assets 3 --disable-full-universe-override --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.5 --data-path merged_d1,-1.8944703548755686,3.1058703548755684,False,False,historical_test_data,True,True,False,True,0.35,False,3,True,1.0,0.05,0.8,0.2,1.5,merged_d1
sweep-src-018,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-018 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.35 --data-max-assets 3 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 2.0 --data-path merged_d1,0.023094001273622752,1.1883059987263773,False,False,historical_test_data,True,True,False,True,0.35,False,3,False,1.0,0.02,0.8,0.3,2.0,merged_d1
sweep-src-019,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-019 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.65 --data-max-assets 5 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,-1.0443613933751534,2.2557613933751535,False,False,historical_test_data,True,True,False,True,0.65,False,5,False,2.5,0.02,0.65,0.3,1.2,merged_d1
sweep-src-020,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-020 --modular-data-signals --modular-portfolio --ml-prob-threshold 0.5 --data-max-assets 8 --disable-full-universe-override --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.5 --data-path merged,-0.14030734214118654,1.3517073421411865,False,False,historical_test_data,True,True,False,False,0.5,False,8,True,4.0,0.1,0.5,0.3,1.5,merged
sweep-src-021,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-021 --modular-data-signals --modular-portfolio --ml-prob-threshold 0.5 --vol-target-apply-to-ml --data-max-assets 8 --disable-full-universe-override --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.5 --data-path merged_d1,0.8106360989621195,0.4007639010378805,False,False,historical_test_data,True,True,False,False,0.5,True,8,True,1.5,0.1,0.8,0.5,1.5,merged_d1
sweep-src-022,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-022 --modular-data-signals --ml-modular-path --ml-prob-threshold 0.5 --data-max-assets 3 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.2,0.021861296503027275,1.1895387034969727,False,False,historical_test_data,True,False,False,True,0.5,False,3,False,2.5,0.05,0.5,0.2,1.2,
sweep-src-023,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-023 --modular-data-signals --ml-prob-threshold 0.0 --data-max-assets 8 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,0.8106360989621196,0.4007639010378804,False,False,historical_test_data,True,False,False,False,0.0,False,8,False,2.5,0.1,0.8,0.2,1.2,merged_d1
sweep-src-024,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-024 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.0 --vol-target-apply-to-ml --data-max-assets 12 --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 2.0 --data-path merged_d1,-0.20324588897610843,1.4146458889761084,False,False,historical_test_data,True,True,False,True,0.0,True,12,False,1.5,0.02,0.8,0.2,2.0,merged_d1
sweep-src-025,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-025 --modular-data-signals --ml-modular-path --ml-prob-threshold 0.65 --vol-target-apply-to-ml --data-max-assets 12 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 2.0 --data-path merged,-0.21973675893726238,1.4311367589372623,False,False,historical_test_data,True,False,False,True,0.65,True,12,False,2.5,0.1,0.8,0.2,2.0,merged
sweep-src-026,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-026 --modular-data-signals --modular-portfolio --ml-prob-threshold 0.35 --vol-target-apply-to-ml --data-max-assets 5 --disable-full-universe-override --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,-1.0443613933751537,2.2557613933751535,False,False,historical_test_data,True,True,False,False,0.35,True,5,True,1.5,0.02,0.5,0.2,1.2,merged_d1
sweep-src-027,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-027 --modular-data-signals --ml-prob-threshold 0.8 --data-max-assets 5 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,-1.0443613933751534,2.2557613933751535,False,False,historical_test_data,True,False,False,False,0.8,False,5,False,1.0,0.1,0.65,0.5,1.2,merged_d1
sweep-src-028,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-028 --modular-data-signals --ml-prob-threshold 0.35 --vol-target-apply-to-ml --data-max-assets 12 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.5 --data-path merged_d1,-0.20324588897610843,1.4146458889761084,False,False,historical_test_data,True,False,False,False,0.35,True,12,False,2.5,0.02,0.65,0.3,1.5,merged_d1
sweep-src-029,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-029 --modular-data-signals --ml-prob-threshold 0.65 --vol-target-apply-to-ml --data-max-assets 5 --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,-1.0443613933751537,2.2557613933751535,False,False,historical_test_data,True,False,False,False,0.65,True,5,False,1.5,0.02,0.65,0.3,1.2,merged_d1
sweep-src-030,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-030 --modular-data-signals --ml-modular-path --ml-prob-threshold 0.65 --data-max-assets 8 --disable-full-universe-override --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,0.8106360989621196,0.4007639010378804,False,False,historical_test_data,True,False,False,True,0.65,False,8,True,4.0,0.1,0.5,0.5,1.2,merged_d1
sweep-src-031,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-031 --modular-data-signals --modular-portfolio --ml-disabled --ml-prob-threshold 0.8 --data-max-assets 5 --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 2.0 --data-path merged_d1,-1.0443613933751534,2.2557613933751535,False,False,historical_test_data,True,True,True,False,0.8,False,5,False,1.5,0.02,0.65,0.2,2.0,merged_d1
sweep-src-032,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-032 --modular-data-signals --modular-portfolio --ml-prob-threshold 0.5 --data-max-assets 12 --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.5 --data-path merged,-0.21973675893726238,1.4311367589372623,False,False,historical_test_data,True,True,False,False,0.5,False,12,False,4.0,0.05,0.8,0.3,1.5,merged
sweep-src-033,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-033 --modular-data-signals --ml-modular-path --ml-prob-threshold 0.0 --data-max-assets 5 --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.2 --data-path merged,-0.2414128268755443,1.4528128268755442,False,False,historical_test_data,True,False,False,True,0.0,False,5,False,1.5,0.02,0.65,0.5,1.2,merged
sweep-src-034,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-034 --modular-data-signals --ml-modular-path --ml-prob-threshold 0.8 --vol-target-apply-to-ml --data-max-assets 8 --disable-full-universe-override --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,0.8106360989621196,0.4007639010378804,False,False,historical_test_data,True,False,False,True,0.8,True,8,True,4.0,0.05,0.5,0.3,1.2,merged_d1
sweep-src-035,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-035 --modular-data-signals --modular-portfolio --ml-prob-threshold 0.8 --data-max-assets 12 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 2.0 --data-path merged_d1,-0.20324588897610843,1.4146458889761084,False,False,historical_test_data,True,True,False,False,0.8,False,12,False,1.0,0.02,0.65,0.5,2.0,merged_d1
sweep-src-036,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-036 --modular-data-signals --ml-disabled --ml-prob-threshold 0.5 --data-max-assets 8 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 2.0,0.8106360989621196,0.4007639010378804,False,False,historical_test_data,True,False,True,False,0.5,False,8,False,2.5,0.05,0.5,0.3,2.0,
sweep-src-037,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-037 --modular-data-signals --ml-disabled --ml-prob-threshold 0.8 --data-max-assets 8 --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.5,0.8106360989621196,0.4007639010378804,False,False,historical_test_data,True,False,True,False,0.8,False,8,False,4.0,0.05,0.8,0.2,1.5,
sweep-src-038,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-038 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.0 --data-max-assets 5 --disable-full-universe-override --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.5 --data-path merged,-0.2414128268755443,1.4528128268755442,False,False,historical_test_data,True,True,False,True,0.0,False,5,True,2.5,0.02,0.5,0.2,1.5,merged
sweep-src-039,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-039 --modular-data-signals --ml-disabled --ml-prob-threshold 0.0 --vol-target-apply-to-ml --data-max-assets 3 --disable-full-universe-override --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 2.0,0.7530926788610096,0.4583073211389904,False,False,historical_test_data,True,False,True,False,0.0,True,3,True,1.5,0.02,0.65,0.3,2.0,
sweep-src-040,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-040 --modular-data-signals --ml-disabled --ml-prob-threshold 0.5 --data-max-assets 5 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.5,-1.0443613933751534,2.2557613933751535,False,False,historical_test_data,True,False,True,False,0.5,False,5,False,2.5,0.05,0.8,0.3,1.5,
sweep-src-041,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-041 --modular-data-signals --modular-portfolio --ml-prob-threshold 0.0 --data-max-assets 12 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 2.0 --data-path merged_d1,-0.20324588897610843,1.4146458889761084,False,False,historical_test_data,True,True,False,False,0.0,False,12,False,1.0,0.05,0.65,0.2,2.0,merged_d1
sweep-src-042,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-042 --modular-data-signals --ml-prob-threshold 0.65 --vol-target-apply-to-ml --data-max-assets 3 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.5 --data-path merged,-1.5213233310697656,2.7327233310697654,False,False,historical_test_data,True,False,False,False,0.65,True,3,False,2.5,0.02,0.8,0.3,1.5,merged
