run_id,command,sharpe,distance_to_target,parity_metrics_bridge_applied,fallback_used,source_mode,modular_data_signals,modular_portfolio,ml_disabled,ml_modular_path,ml_prob_threshold,vol_target_apply_to_ml,data_max_assets,disable_full_universe_override,portfolio_risk_aversion,portfolio_bl_tau,portfolio_view_confidence,ml_hmm_scalar_floor,ml_hmm_scalar_ceiling,data_path
sweep-src-043,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-043 --modular-data-signals --modular-portfolio --ml-disabled --ml-prob-threshold 0.8 --data-max-assets 5 --disable-full-universe-override --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.2,-1.0443613933751534,2.2557613933751535,False,False,historical_test_data,True,True,True,False,0.8,False,5,True,4.0,0.1,0.65,0.3,1.2,
sweep-src-044,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-044 --modular-data-signals --modular-portfolio --ml-disabled --ml-prob-threshold 0.35 --data-max-assets 12 --disable-full-universe-override --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.2,-0.20324588897610843,1.4146458889761084,False,False,historical_test_data,True,True,True,False,0.35,False,12,True,2.5,0.02,0.65,0.2,1.2,
sweep-src-045,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-045 --modular-data-signals --modular-portfolio --ml-prob-threshold 0.8 --data-max-assets 8 --disable-full-universe-override --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,0.8106360989621196,0.4007639010378804,False,False,historical_test_data,True,True,False,False,0.8,False,8,True,4.0,0.05,0.65,0.5,1.2,merged_d1
sweep-src-046,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-046 --modular-data-signals --modular-portfolio --ml-prob-threshold 0.0 --data-max-assets 5 --disable-full-universe-override --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.5,-1.0443613933751534,2.2557613933751535,False,False,historical_test_data,True,True,False,False,0.0,False,5,True,4.0,0.05,0.65,0.2,1.5,
sweep-src-047,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-047 --modular-data-signals --modular-portfolio --ml-prob-threshold 0.5 --data-max-assets 8 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 2.0 --data-path merged,-0.14030734214118654,1.3517073421411865,False,False,historical_test_data,True,True,False,False,0.5,False,8,False,1.0,0.05,0.65,0.5,2.0,merged
sweep-src-048,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-048 --modular-data-signals --ml-disabled --ml-prob-threshold 0.0 --vol-target-apply-to-ml --data-max-assets 5 --disable-full-universe-override --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 2.0,-1.0443613933751537,2.2557613933751535,False,False,historical_test_data,True,False,True,False,0.0,True,5,True,4.0,0.02,0.8,0.3,2.0,
sweep-src-049,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-049 --modular-data-signals --modular-portfolio --ml-disabled --ml-prob-threshold 0.35 --data-max-assets 8 --disable-full-universe-override --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.2,0.8106360989621196,0.4007639010378804,False,False,historical_test_data,True,True,True,False,0.35,False,8,True,2.5,0.02,0.8,0.2,1.2,
sweep-src-050,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-050 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.65 --data-max-assets 12 --disable-full-universe-override --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,-0.20324588897610843,1.4146458889761084,False,False,historical_test_data,True,True,False,True,0.65,False,12,True,1.0,0.05,0.65,0.5,1.2,merged_d1
sweep-src-051,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-051 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.65 --data-max-assets 5 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 2.0 --data-path merged_d1,-1.0443613933751534,2.2557613933751535,False,False,historical_test_data,True,True,False,True,0.65,False,5,False,1.0,0.02,0.5,0.5,2.0,merged_d1
sweep-src-052,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-052 --modular-data-signals --modular-portfolio --ml-disabled --ml-prob-threshold 0.5 --vol-target-apply-to-ml --data-max-assets 8 --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.5,0.8106360989621195,0.4007639010378805,False,False,historical_test_data,True,True,True,False,0.5,True,8,False,4.0,0.1,0.5,0.3,1.5,
sweep-src-053,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-053 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.65 --data-max-assets 8 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,0.8106360989621196,0.4007639010378804,False,False,historical_test_data,True,True,False,True,0.65,False,8,False,1.0,0.1,0.5,0.2,1.2,merged_d1
sweep-src-054,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-054 --modular-data-signals --modular-portfolio --ml-disabled --ml-prob-threshold 0.5 --data-max-assets 3 --disable-full-universe-override --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.2,0.7530926788610092,0.45830732113899086,False,False,historical_test_data,True,True,True,False,0.5,False,3,True,2.5,0.05,0.65,0.5,1.2,
sweep-src-055,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-055 --modular-data-signals --ml-disabled --ml-prob-threshold 0.65 --vol-target-apply-to-ml --data-max-assets 3 --disable-full-universe-override --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,0.7530926788610096,0.4583073211389904,False,False,historical_test_data,True,False,True,False,0.65,True,3,True,1.0,0.05,0.65,0.5,1.2,merged_d1
sweep-src-056,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-056 --modular-data-signals --modular-portfolio --ml-disabled --ml-prob-threshold 0.35 --vol-target-apply-to-ml --data-max-assets 3 --disable-full-universe-override --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 2.0 --data-path merged_d1,0.7530926788610096,0.4583073211389904,False,False,historical_test_data,True,True,True,False,0.35,True,3,True,2.5,0.02,0.5,0.5,2.0,merged_d1
sweep-src-057,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-057 --modular-data-signals --ml-prob-threshold 0.0 --data-max-assets 8 --disable-full-universe-override --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.5 --data-path merged,-0.14030734214118654,1.3517073421411865,False,False,historical_test_data,True,False,False,False,0.0,False,8,True,2.5,0.05,0.8,0.2,1.5,merged
sweep-src-058,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-058 --modular-data-signals --modular-portfolio --ml-prob-threshold 0.65 --vol-target-apply-to-ml --data-max-assets 12 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.5 --data-path merged_d1,-0.20324588897610843,1.4146458889761084,False,False,historical_test_data,True,True,False,False,0.65,True,12,False,2.5,0.1,0.5,0.3,1.5,merged_d1
sweep-src-059,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-059 --modular-data-signals --ml-disabled --ml-prob-threshold 0.5 --data-max-assets 5 --disable-full-universe-override --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.5 --data-path merged,-0.2414128268755443,1.4528128268755442,False,False,historical_test_data,True,False,True,False,0.5,False,5,True,1.5,0.05,0.5,0.5,1.5,merged
sweep-src-060,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-060 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.35 --data-max-assets 12 --disable-full-universe-override --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,-0.20324588897610843,1.4146458889761084,False,False,historical_test_data,True,True,False,True,0.35,False,12,True,1.5,0.1,0.5,0.5,1.2,merged_d1
sweep-src-061,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-061 --modular-data-signals --ml-prob-threshold 0.8 --vol-target-apply-to-ml --data-max-assets 3 --disable-full-universe-override --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 2.0 --data-path merged,-0.6634694304514759,1.874869430451476,False,False,historical_test_data,True,False,False,False,0.8,True,3,True,2.5,0.05,0.5,0.5,2.0,merged
sweep-src-062,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-062 --modular-data-signals --ml-modular-path --ml-prob-threshold 0.0 --data-max-assets 12 --disable-full-universe-override --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.5,-0.20324588897610843,1.4146458889761084,False,False,historical_test_data,True,False,False,True,0.0,False,12,True,4.0,0.02,0.8,0.2,1.5,
sweep-src-063,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-063 --modular-data-signals --ml-modular-path --ml-prob-threshold 0.65 --data-max-assets 3 --disable-full-universe-override --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.5 --data-path merged_d1,0.7530926788610092,0.45830732113899086,False,False,historical_test_data,True,False,False,True,0.65,False,3,True,1.0,0.1,0.8,0.3,1.5,merged_d1
sweep-src-064,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-064 --modular-data-signals --modular-portfolio --ml-modular-path --ml-prob-threshold 0.8 --data-max-assets 5 --disable-full-universe-override --portfolio-risk-aversion 1.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.5 --data-path merged,-0.2414128268755443,1.4528128268755442,False,False,historical_test_data,True,True,False,True,0.8,False,5,True,1.5,0.02,0.8,0.5,1.5,merged
sweep-src-065,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-065 --ml-prob-threshold 0.35 --vol-target-apply-to-ml --data-max-assets 8 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.5,224.00013919817508,222.78873919817508,False,True,synthetic_fallback,False,False,False,False,0.35,True,8,False,1.0,0.02,0.5,0.5,1.5,
sweep-src-066,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-066 --ml-modular-path --ml-prob-threshold 0.35 --data-max-assets 8 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 2.0 --data-path merged_d1,224.00013919817516,222.78873919817516,False,True,synthetic_fallback,False,False,False,True,0.35,False,8,False,1.0,0.02,0.8,0.2,2.0,merged_d1
sweep-src-067,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-067 --ml-disabled --ml-prob-threshold 0.0 --data-max-assets 8 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 2.0 --data-path merged_d1,224.00013919817508,222.78873919817508,False,True,synthetic_fallback,False,False,True,False,0.0,False,8,False,2.5,0.1,0.65,0.5,2.0,merged_d1
sweep-src-068,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-068 --ml-prob-threshold 0.0 --data-max-assets 12 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 2.0 --data-path merged_d1,224.00013919817508,222.78873919817508,False,True,synthetic_fallback,False,False,False,False,0.0,False,12,False,2.5,0.02,0.5,0.3,2.0,merged_d1
sweep-src-069,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-069 --ml-disabled --ml-prob-threshold 0.35 --data-max-assets 12 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.5 --data-path merged,224.00013919817508,222.78873919817508,False,True,synthetic_fallback,False,False,True,False,0.35,False,12,False,2.5,0.05,0.65,0.5,1.5,merged
sweep-src-070,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-070 --ml-disabled --ml-prob-threshold 0.35 --data-max-assets 8 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 2.0 --data-path merged,224.00013919817508,222.78873919817508,False,True,synthetic_fallback,False,False,True,False,0.35,False,8,False,2.5,0.1,0.65,0.2,2.0,merged
sweep-src-071,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-071 --ml-prob-threshold 0.35 --data-max-assets 12 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.5,224.00013919817508,222.78873919817508,False,True,synthetic_fallback,False,False,False,False,0.35,False,12,False,2.5,0.05,0.65,0.5,1.5,
sweep-src-072,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-072 --ml-disabled --ml-prob-threshold 0.0 --vol-target-apply-to-ml --data-max-assets 3 --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,0.6263851143159448,0.5850148856840552,False,False,historical_test_data,False,False,True,False,0.0,True,3,False,4.0,0.1,0.5,0.3,1.2,merged_d1
sweep-src-073,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-073 --ml-modular-path --ml-prob-threshold 0.6 --vol-target-apply-to-ml --data-max-assets 12 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,224.00013919817496,222.78873919817497,False,True,synthetic_fallback,False,False,False,True,0.6,True,12,False,1.0,0.1,0.65,0.5,1.2,merged_d1
sweep-src-074,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-074 --ml-disabled --ml-prob-threshold 0.6 --vol-target-apply-to-ml --data-max-assets 3 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.5 --data-path merged_d1,0.6263851143159448,0.5850148856840552,False,False,historical_test_data,False,False,True,False,0.6,True,3,False,2.5,0.02,0.5,0.2,1.5,merged_d1
sweep-src-075,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-075 --ml-modular-path --ml-prob-threshold 0.35 --data-max-assets 3 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.5 --data-path merged_d1,0.6476652761386211,0.5637347238613789,False,False,historical_test_data,False,False,False,True,0.35,False,3,False,1.0,0.1,0.5,0.5,1.5,merged_d1
sweep-src-076,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-076 --ml-modular-path --ml-prob-threshold 0.0 --vol-target-apply-to-ml --data-max-assets 8 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 2.0,224.00013919817516,222.78873919817516,False,True,synthetic_fallback,False,False,False,True,0.0,True,8,False,1.0,0.05,0.5,0.2,2.0,
sweep-src-077,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-077 --ml-disabled --ml-prob-threshold 0.35 --vol-target-apply-to-ml --data-max-assets 12 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,224.00013919817508,222.78873919817508,False,True,synthetic_fallback,False,False,True,False,0.35,True,12,False,2.5,0.05,0.5,0.2,1.2,merged_d1
sweep-src-078,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-078 --ml-modular-path --ml-prob-threshold 0.8 --data-max-assets 12 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.5 --data-path merged_d1,224.000139198175,222.788739198175,False,True,synthetic_fallback,False,False,False,True,0.8,False,12,False,2.5,0.05,0.65,0.2,1.5,merged_d1
sweep-src-079,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-079 --ml-disabled --ml-prob-threshold 0.8 --vol-target-apply-to-ml --data-max-assets 3 --portfolio-risk-aversion 2.5 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.2 --data-path merged,0.29535939186222265,0.9160406081377774,False,False,historical_test_data,False,False,True,False,0.8,True,3,False,2.5,0.05,0.65,0.3,1.2,merged
sweep-src-080,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-080 --ml-prob-threshold 0.0 --data-max-assets 12 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.2 --data-path merged,224.00013919817508,222.78873919817508,False,True,synthetic_fallback,False,False,False,False,0.0,False,12,False,1.0,0.02,0.5,0.3,1.2,merged
sweep-src-081,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-081 --ml-modular-path --ml-prob-threshold 0.35 --data-max-assets 8 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.2,224.00013919817496,222.78873919817497,False,True,synthetic_fallback,False,False,False,True,0.35,False,8,False,1.0,0.05,0.65,0.5,1.2,
sweep-src-082,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-082 --ml-modular-path --ml-prob-threshold 0.8 --data-max-assets 12 --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,224.0001391981748,222.7887391981748,False,True,synthetic_fallback,False,False,False,True,0.8,False,12,False,4.0,0.1,0.65,0.2,1.2,merged_d1
sweep-src-083,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-083 --ml-modular-path --ml-prob-threshold 0.35 --vol-target-apply-to-ml --data-max-assets 3 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.2 --ml-hmm-scalar-ceiling 1.5 --data-path merged_d1,0.6552669033956102,0.5561330966043898,False,False,historical_test_data,False,False,False,True,0.35,True,3,False,1.0,0.02,0.8,0.2,1.5,merged_d1
sweep-src-084,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-084 --ml-prob-threshold 0.35 --vol-target-apply-to-ml --data-max-assets 8 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.65 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 2.0 --data-path merged,224.00013919817508,222.78873919817508,False,True,synthetic_fallback,False,False,False,False,0.35,True,8,False,1.0,0.05,0.65,0.3,2.0,merged
sweep-src-085,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-085 --ml-prob-threshold 0.0 --data-max-assets 3 --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.1 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 1.2 --data-path merged_d1,0.6263851143159448,0.5850148856840552,False,False,historical_test_data,False,False,False,False,0.0,False,3,False,4.0,0.1,0.8,0.5,1.2,merged_d1
sweep-src-086,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-086 --ml-prob-threshold 0.6 --vol-target-apply-to-ml --data-max-assets 8 --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.02 --portfolio-view-confidence 0.8 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.5 --data-path merged,224.00013919817508,222.78873919817508,False,True,synthetic_fallback,False,False,False,False,0.6,True,8,False,4.0,0.02,0.8,0.3,1.5,merged
sweep-src-087,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-087 --ml-disabled --ml-prob-threshold 0.35 --vol-target-apply-to-ml --data-max-assets 3 --portfolio-risk-aversion 1.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.5 --ml-hmm-scalar-ceiling 2.0 --data-path merged,0.29535939186222265,0.9160406081377774,False,False,historical_test_data,False,False,True,False,0.35,True,3,False,1.0,0.05,0.5,0.5,2.0,merged
sweep-src-088,TEMA_PARITY_METRICS_BRIDGE=0 python run_pipeline.py --run-id sweep-src-088 --ml-prob-threshold 0.35 --data-max-assets 12 --portfolio-risk-aversion 4.0 --portfolio-bl-tau 0.05 --portfolio-view-confidence 0.5 --ml-hmm-scalar-floor 0.3 --ml-hmm-scalar-ceiling 1.5 --data-path merged,224.00013919817508,222.78873919817508,False,True,synthetic_fallback,False,False,False,False,0.35,False,12,False,4.0,0.05,0.5,0.3,1.5,merged
